GeneName	geneSymbol	GeneDescription
YKL142W	MRP8	Mitochondrial Ribosomal Protein
YKL143W	LTV1	Low Temperature Viability
YKL144C	RPC25	RNA Polymerase C
YKL145W	RPT1	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase
YKL145W-A	""	""
YKL146W	AVT3	Amino acid Vacuolar Transport
YKL147C	""	""
YKL148C	SDH1	Succinate DeHydrogenase
YKL149C	DBR1	DeBRanching
YKL150W	MCR1	Mitochondrial NADH-Cytochrome b5 Reductase
YKL151C	NNR2	Nicotinamide Nucleotide Repair
YKL152C	GPM1	Glycerate PhosphoMutase
YKL153W	""	""
YKL154W	SRP102	Signal Recognition Particle
YKL155C	RSM22	Ribosomal Small subunit of Mitochondria
YKL156C-A	""	""
YKL156W	RPS27A	Ribosomal Protein of the Small subunit
YKL157W	APE2	AminoPEptidase
YKL159C	RCN1	Regulator of CalciNeurin
YKL160W	ELF1	ELongation Factor
YKL161C	KDX1	Kinase Dead X-talker
YKL162C	""	""
YKL162C-A	""	""
YKL163W	PIR3	Protein containing Internal Repeats
YKL164C	PIR1	Protein containing Internal Repeats
YKL165C	MCD4	Morphogenesis Checkpoint Dependent
YKL165C-A	""	""
YKL166C	TPK3	Takashi's Protein Kinase
YKL167C	MRP49	Mitochondrial Ribosomal Protein
YKL168C	KKQ8	""
YKL169C	""	""
YKL170W	MRPL38	Mitochondrial Ribosomal Protein, Large subunit
YKL171W	NNK1	Nitrogen Network Kinase
YKL172W	EBP2	EBNA1-binding protein (homolog)
YKL173W	SNU114	Small NUclear ribonucleoprotein associated
YKL174C	TPO5	Transporter of POlyamines
YKL175W	ZRT3	Zinc-Regulated Transporter
YKL176C	LST4	Lethal with Sec Thirteen
YKL177W	""	""
YKL178C	STE3	STErile
YKL179C	COY1	CASP Of Yeast
YKL180W	RPL17A	Ribosomal Protein of the Large subunit
YKL181W	PRS1	PhosphoRibosylpyrophosphate Synthetase
YKL182W	FAS1	Fatty Acid Synthetase
YKL183C-A	""	""
YKL183W	LOT5	LOw Temperature-responsive
YKL184W	SPE1	SPErmidine auxotroph
YKL185W	ASH1	Asymmetric Synthesis of HO
YKL186C	MTR2	Mrna TRansport
YKL187C	FAT3	FATty acid transporter 3
YKL188C	PXA2	PeroXisomal ABC-transporter
YKL189W	HYM1	""
YKL190W	CNB1	CalciNeurin subunit B
YKL191W	DPH2	DiPHthamide
YKL192C	ACP1	Acyl Carrier Protein
YKL193C	SDS22	homolog of S. pombe SDS22
YKL194C	MST1	Mitochondrial aminoacyl-tRNA Synthetase, Threonine
YKL195W	MIA40	Mitochondrial intermembrane space Import and Assembly
YKL196C	YKT6	""
YKL197C	PEX1	PEroXin
YKL198C	PTK1	Putative serine/Threonine protein Kinase
YKL201C	MNN4	MaNNosyltransferase
YKL202W	""	""
YKL203C	TOR2	Target Of Rapamycin
YKL204W	EAP1	EIF4E-Associated Protein
YKL205W	LOS1	Loss Of Suppression
YKL206C	ADD66	Alpha1-proteinase inhibitor-Degradation Deficient
YKL207W	EMC3	ER Membrane protein Complex
YKL208W	CBT1	Cytochrome B Termination
YKL209C	STE6	STErile
YKL210W	UBA1	UBiquitin Activating
YKL211C	TRP3	TRyPtophan
YKL212W	SAC1	Suppressor of ACtin
YKL213C	DOA1	Degradation Of Alpha
YKL214C	YRA2	Yeast RNA Annealing protein
YKL215C	OXP1	OXoProlinase
YKL216W	URA1	URAcil requiring
YKL217W	JEN1	""
YKL218C	SRY1	Serine Racemase of Yeast
YKL219W	COS9	COnserved Sequence
YKL220C	FRE2	Ferric REductase
YKL221W	MCH2	MonoCarboxylate permease Homologue
YKL222C	""	""
YKL223W	""	""
YKL224C	PAU16	seriPAUperin
YKL225W	""	""
YKR001C	VPS1	Vacuolar Protein Sorting
YKR002W	PAP1	Poly(A) Polymerase
YKR003W	OSH6	OxySterol binding protein Homolog
YKR004C	ECM9	ExtraCellular Mutant
YKR005C	""	""
YKR006C	MRPL13	Mitochondrial Ribosomal Protein, Large subunit
YKR007W	MEH1	Multicopy suppressor of Ers1 Hygromycin B sensitivity
YKR008W	RSC4	Remodel the Structure of Chromatin
YKR009C	FOX2	Fatty acid OXidation
YKR010C	TOF2	TOpoisomerase I-interacting Factor
YKR011C	""	""
YKR012C	""	""
YKR013W	PRY2	Pathogen Related in Yeast
YKR014C	YPT52	Yeast Protein Two
YKR015C	""	""
YKR016W	MIC60	MItochondrial contact site and Cristae organizing system
YKR017C	HEL1	Histone E3 Ligase
YKR018C	""	""
YKR019C	IRS4	Increased rDNA Silencing
YKR020W	VPS51	Vacuolar Protein Sorting
YKR021W	ALY1	Arrestin-Like Yeast protein
YKR022C	NTR2	NineTeen complex Related protein
YKR023W	RQT4	Ribosome-Quality control Trigger factor
YKR024C	DBP7	Dead Box Protein
YKR025W	RPC37	RNA Polymerase C
YKR026C	GCN3	General Control Nonderepressible
YKR027W	BCH2	Bud7 and Chs6 Homolog
YKR028W	SAP190	Sit4 Associated Protein
YKR029C	SET3	SET domain-containing
YKR030W	GMH1	Gea1-6 Membrane-associated High-copy suppressor
YKR031C	SPO14	SPOrulation
YKR032W	""	""
YKR033C	""	""
YKR034W	DAL80	Degradation of Allantoin
YKR035C	OPI8	OverProducer of Inositol
YKR035W-A	DID2	Doa4-Independent Degradation
YKR036C	CAF4	CCR4 Associated Factor
YKR037C	SPC34	Spindle Pole Component
YKR038C	KAE1	Kinase-Associated Endopeptidase
YKR039W	GAP1	General Amino acid Permease
YKR040C	""	""
YKR041W	""	""
YKR042W	UTH1	yoUTH
YKR043C	SHB17	SedoHeptulose 1,7-Bisphosphatase
YKR044W	UIP5	Ulp1 Interacting Protein
YKR045C	""	""
YKR046C	PLN1	PeriLipiN
YKR047W	""	""
YKR048C	NAP1	Nucleosome Assembly Protein
YKR049C	FMP46	Found in Mitochondrial Proteome
YKR050W	TRK2	TRansport of potassium (K)
YKR051W	HFL1	Has Fused Lysosomes
YKR052C	MRS4	Mitochondrial RNA Splicing
YKR053C	YSR3	Yeast Sphingolipid Resistance
YKR054C	DYN1	DYNein
YKR055W	RHO4	Ras HOmolog
YKR056W	TRM2	tRNA Methyltransferase
YKR057W	RPS21A	Ribosomal Protein of the Small subunit
YKR058W	GLG1	Glycogenin-Like Gene
YKR059W	TIF1	Translation Initiation Factor
YKR060W	UTP30	U Three Protein
YKR061W	KTR2	Kre Two Related
YKR062W	TFA2	Transcription Factor a, subunit 2
YKR063C	LAS1	Lethal in the Absence of SSD1-v
YKR064W	OAF3	Oleate Activated transcription Factor
YKR065C	PAM17	Presequence translocase-Associated Motor
YKR066C	CCP1	Cytochrome c Peroxidase
YKR067W	GPT2	Glycerol-3-Phosphate acylTransferase
YKR068C	BET3	Blocked Early in Transport
YKR069W	MET1	METhionine requiring
YKR070W	""	""
YKR071C	DRE2	Derepressed for Ribosomal protein S14 Expression
YKR072C	SIS2	SIt4 Suppressor
YKR073C	""	""
YKR074W	AIM29	Altered Inheritance rate of Mitochondria
YKR075C	""	""
YKR075W-A	""	""
YKR076W	ECM4	ExtraCellular Mutant
YKR077W	MSA2	Mbf and Sbf Associated
YKR078W	""	""
YKR079C	TRZ1	tRNase Z
YKR080W	MTD1	Methylene Tetrahydrafolate Dehydrogenase
YKR081C	RPF2	Ribosome Production Factor
YKR082W	NUP133	NUclear Pore
YKR083C	DAD2	Duo1 And Dam1 interacting
YKR084C	HBS1	Hsp70 subfamily B Suppressor
YKR085C	MRPL20	Mitochondrial Ribosomal Protein, Large subunit
YKR086W	PRP16	Pre-mRNA Processing
YKR087C	OMA1	Overlapping activity with M-AAA protease
YKR088C	TVP38	Tlg2-Vesicle Protein
YKR089C	TGL4	TriacylGlycerol Lipase
YKR090W	PXL1	PaXillin-Like protein
YKR091W	SRL3	Suppressor of rad53 Lethality
YKR092C	SRP40	Serine Rich Protein
YKR093W	PTR2	Peptide TRansport
YKR094C	RPL40B	Ribosomal Protein of the Large subunit
YKR095W	MLP1	Myosin-Like Protein
YKR095W-A	PCC1	Polarized growth Chromatin-associated Controller
YKR096W	ESL2	EST/SMG-like
YKR097W	PCK1	Phosphoenolpyruvate CarboxyKinase
YKR098C	UBP11	UBiquitin-specific Protease
YKR099W	BAS1	BASal
YKR100C	SKG1	Suppressor of lethality of Kex2 Gas1 double null mutant
YKR101W	SIR1	Silent Information Regulator
YKR102W	FLO10	FLOcculation
YKR103W	NFT1	New Full-length MRP-type Transporter
YKR104W	""	""
YKR105C	VBA5	Vacuolar Basic Amino acid transporter
YKR106W	GEX2	Glutathione EXchanger
YLL001W	DNM1	DyNaMin-related
YLL002W	RTT109	Regulator of Ty1 Transposition
YLL003W	SFI1	Suppressor of Fermentation Induced loss of stress resistance
YLL004W	ORC3	Origin Recognition Complex
YLL005C	SPO75	SPOrulation
YLL006W	MMM1	Maintenance of Mitochondrial Morphology
YLL006W-A	""	""
YLL007C	LMO1	eLMO homolog
YLL008W	DRS1	Deficiency of Ribosomal Subunits
YLL009C	COX17	Cytochrome c OXidase
YLL010C	PSR1	Plasma membrane Sodium Response
YLL011W	SOF1	Suppressor Of Fibrillarin
YLL012W	YEH1	Yeast steryl Ester Hydrolase
YLL013C	PUF3	PUmilio-homology domain Family
YLL014W	EMC6	ER Membrane protein Complex
YLL015W	BPT1	Bile Pigment Transporter
YLL018C	DPS1	""
YLL018C-A	COX19	Cytochrome c OXidase
YLL019C	KNS1	Kinase Next to SPA2
YLL019W-A	""	""
YLL020C	""	""
YLL021W	SPA2	Spindle Pole Antigen
YLL022C	HIF1	Hat1 Interacting Factor
YLL023C	POM33	POre Membrane, 33 kDa
YLL024C	SSA2	Stress-Seventy subfamily A
YLL025W	PAU17	seriPAUperin
YLL026W	HSP104	Heat Shock Protein
YLL027W	ISA1	Iron Sulfur Assembly
YLL028W	TPO1	Transporter of POlyamines
YLL029W	FRA1	Fe Repressor of Activation
YLL030C	RRT7	Regulator of rDNA Transcription
YLL031C	GPI13	GlycosylPhosphatidylInositol anchor biosynthesis
YLL032C	""	""
YLL033W	IRC19	Increased Recombination Centers
YLL034C	RIX7	RIbosome eXport
YLL035W	GRC3	""
YLL036C	PRP19	Pre-RNA Processing
YLL037W	""	""
YLL038C	ENT4	Epsin N-Terminal homology
YLL039C	UBI4	Ubiquitin
YLL040C	VPS13	Vacuolar Protein Sorting
YLL041C	SDH2	Succinate DeHydrogenase
YLL042C	ATG10	AuTophaGy related
YLL043W	FPS1	fdp1 Suppressor
YLL044W	""	""
YLL045C	RPL8B	Ribosomal Protein of the Large subunit
YLL046C	RNP1	RiboNucleoProtein
YLL047W	""	""
YLL048C	YBT1	Yeast Bile Transporter
YLL049W	LDB18	Low Dye Binding
YLL050C	COF1	COFilin
YLL051C	FRE6	Ferric REductase
YLL052C	AQY2	AQuaporin from Yeast
YLL053C	""	""
YLL054C	""	""
YLL055W	YCT1	Yeast Cysteine Transporter
YLL056C	""	""
YLL057C	JLP1	dnaJ-Like Protein
YLL058W	""	""
YLL059C	""	""
YLL060C	GTT2	GlutaThione Transferase
YLL061W	MMP1	S-MethylMethionine Permease
YLL062C	MHT1	S-Methylmethionine-Homocysteine methylTransferase
YLL063C	AYT1	AcetYlTransferase
YLL064C	PAU18	seriPAUperin
YLL065W	""	""
YLL066C	""	""
YLL066W-A	""	""
YLL066W-B	""	""
YLL067C	""	""
YLL067W-A	""	""
YLR001C	""	""
YLR002C	NOC3	NucleOlar Complex associated
YLR003C	CMS1	Complementation of Mcm-10 Suppressor
YLR004C	THI73	THIamine regulon
YLR005W	SSL1	Suppressor of Stem-Loop mutation
YLR006C	SSK1	Suppressor of Sensor Kinase
YLR007W	NSE1	Non-SMC Element
YLR008C	PAM18	Presequence translocase-Associated Motor
YLR009W	RLP24	Ribosomal-Like Protein
YLR010C	TEN1	TElomeric pathways with STn1
YLR011W	LOT6	LOw Temperature-responsive
YLR012C	""	""
YLR013W	GAT3	""
YLR014C	PPR1	Pyrimidine Pathway Regulation
YLR015W	BRE2	BREfeldin A sensitivity
YLR016C	PML1	Pre-mRNA Leakage
YLR017W	MEU1	Multicopy Enhancer of UAS2
YLR018C	POM34	POre Membrane
YLR019W	PSR2	Plasma membrane Sodium Response
YLR020C	YEH2	Yeast steryl Ester Hydrolase
YLR021W	IRC25	Increased Recombination Centers
YLR022C	SDO1	""
YLR023C	IZH3	Implicated in Zinc Homeostasis
YLR024C	UBR2	""
YLR025W	SNF7	Sucrose NonFermenting
YLR026C	SED5	Suppressor of Erd2 Deletion
YLR027C	AAT2	Aspartate AminoTransferase
YLR028C	ADE16	ADEnine
YLR029C	RPL15A	Ribosomal Protein of the Large subunit
YLR030W	""	""
YLR031W	""	""
YLR032W	RAD5	RADiation sensitive
YLR033W	RSC58	Remodel the Structure of Chromatin
YLR034C	SMF3	""
YLR035C	MLH2	MutL Homolog
YLR036C	""	""
YLR037C	PAU23	seriPAUperin family
YLR038C	COX12	Cytochrome c OXidase
YLR039C	RIC1	RIbosome Control
YLR040C	AFB1	A-Factor Barrier
YLR041W	""	""
YLR042C	""	""
YLR043C	TRX1	ThioRedoXin
YLR044C	PDC1	Pyruvate DeCarboxylase
YLR045C	STU2	Suppressor of TUbulin
YLR046C	""	""
YLR047C	FRE8	""
YLR048W	RPS0B	Ribosomal Protein of the Small subunit
YLR049C	MLO50	Mitochondrially LOcalized protein of 50 kDa
YLR050C	EMA19	Efficient Mitochondria targeting-Associated protein
YLR051C	FCF2	Faf1p Copurifying Factor
YLR052W	IES3	Ino Eighty Subunit
YLR053C	""	""
YLR054C	OSW2	Outer Spore Wall
YLR055C	SPT8	SuPpressor of Ty
YLR056W	ERG3	ERGosterol biosynthesis
YLR057W	MNL2	MaNnosidase-Like protein
YLR058C	SHM2	Serine HydroxyMethyltransferase
YLR059C	REX2	Rna EXonuclease
YLR060W	FRS1	phenylalanyl (F)-tRNA Synthetase
YLR061W	RPL22A	Ribosomal Protein of the Large subunit
YLR062C	BUD28	BUD site selection
YLR063W	BMT6	Base Methyltransferase of Twenty five S rRNA 6
YLR064W	PER33	Pore and ER protein, 33 kDa
YLR065C	SND2	SRP-iNDependent targeting
YLR066W	SPC3	Signal Peptidase Complex
YLR067C	PET309	PETite colonies
YLR068W	FYV7	Function required for Yeast Viability
YLR069C	MEF1	Mitochondrial Elongation Factor
YLR070C	XYL2	""
YLR071C	RGR1	Resistant to Glucose Repression
YLR072W	LAM6	Lipid transfer protein Anchored at Membrane contact site
YLR073C	RFU1	Regulator of Free Ubiquitin chains
YLR074C	BUD20	BUD site selection
YLR075W	RPL10	Ribosomal Protein of the Large subunit
YLR076C	""	""
YLR077W	FMP25	Found in Mitochondrial Proteome
YLR078C	BOS1	Bet One Suppressor
YLR079W	SIC1	Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase
YLR080W	EMP46	""
YLR081W	GAL2	GALactose metabolism
YLR082C	SRL2	Suppressor of Rad53 null Lethality
YLR083C	EMP70	""
YLR084C	RAX2	""
YLR085C	ARP6	Actin-Related Protein
YLR086W	SMC4	Structural Maintenance of Chromosomes
YLR087C	CSF1	Cold Sensitive for Fermentation
YLR088W	GAA1	GPI Anchor Attachment
YLR089C	ALT1	ALanine Transaminase
YLR090W	XDJ1	""
YLR091W	GEP5	GEnetic interactors of Prohibitins
YLR092W	SUL2	SULfate
YLR093C	NYV1	New Yeast V-SNARE
YLR094C	GIS3	GIg1-2 Suppressor
YLR095C	IOC2	Iswi One Complex
YLR096W	KIN2	KINase
YLR097C	HRT3	High level expression Reduces Ty3 transposition
YLR098C	CHA4	Catabolism of Hydroxy Amino acids
YLR099C	ICT1	Increased Copper Tolerance
YLR099W-A	MIM2	""
YLR100W	ERG27	ERGosterol biosynthesis
YLR101C	""	""
YLR102C	APC9	Anaphase Promoting Complex
YLR103C	CDC45	Cell Division Cycle
YLR104W	LCL2	Long Chronological Lifespan 2
YLR105C	SEN2	Splicing ENdonuclease
YLR106C	REA1	Ribosome Export/Assembly
YLR107W	REX3	Rna EXonuclease
YLR108C	""	""
YLR109W	AHP1	Alkyl HydroPeroxide reductase
YLR110C	CCW12	Covalently linked Cell Wall protein
YLR111W	""	""
YLR112W	""	""
YLR113W	HOG1	High Osmolarity Glycerol response
YLR114C	AVL9	Apl2 Vps1 Lethal
YLR115W	CFT2	Cleavage Factor Two
YLR116W	MSL5	Mud Synthetic-Lethal
YLR117C	CLF1	Crooked neck-Like Factor
YLR118C	TML25	acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa
YLR119W	SRN2	Suppressor of Rna mutations, Number 2
YLR120C	YPS1	YaPSin
YLR120W-A	""	""
YLR121C	YPS3	YaPSin
YLR122C	""	""
YLR123C	""	""
YLR124W	""	""
YLR125W	""	""
YLR126C	""	""
YLR127C	APC2	Anaphase Promoting Complex
YLR128W	DCN1	Defective in Cullin Neddylation
YLR129W	DIP2	DOM34 Interacting Protein
YLR130C	ZRT2	Zinc-Regulated Transporter
YLR131C	ACE2	Activator of CUP1 Expression
YLR132C	USB1	U Six Biogenesis
YLR133W	CKI1	Choline KInase
YLR134W	PDC5	Pyruvate DeCarboxylase
YLR135W	SLX4	Synthetic Lethal of unknown (X) function
YLR136C	TIS11	similar to the mammalian TPA Induced Sequence gene family
YLR137W	RKM5	Ribosomal lysine (K) Methyltransferase 5
YLR138W	NHA1	Na+/H+ Antiporter
YLR139C	SLS1	Synthetic Lethal with SSM4
YLR140W	""	""
YLR141W	RRN5	Regulation of RNA polymerase I
YLR142W	PUT1	Proline UTilization
YLR143W	DPH6	DiPHthamide biosynthesis
YLR144C	ACF2	Assembly Complementing Factor
YLR145W	RMP1	RNase MRP Protein
YLR146C	SPE4	SPErmidine auxotroph
YLR146W-A	""	""
YLR147C	SMD3	""
YLR148W	PEP3	carboxyPEPtidase Y-deficient
YLR149C	""	""
YLR149C-A	""	""
YLR150W	STM1	Suppressor of ToM1
YLR151C	PCD1	Peroxisomal Coenzyme A Diphosphatase
YLR152C	""	""
YLR153C	ACS2	Acetyl CoA Synthetase
YLR154C	RNH203	RNase H
YLR154C-G	""	""
YLR154C-H	""	""
YLR154W-A	""	""
YLR154W-B	""	""
YLR154W-C	TAR1	Transcript Antisense to Ribosomal RNA
YLR154W-E	""	""
YLR154W-F	""	""
YLR155C	ASP3-1	ASParaginase
YLR156C-A	""	""
YLR156W	""	""
YLR157C	ASP3-2	ASParaginase
YLR157C-C	""	""
YLR157W-D	""	""
YLR157W-E	""	""
YLR158C	ASP3-3	ASParaginase
YLR159C-A	""	""
YLR159W	""	""
YLR160C	ASP3-4	ASParaginase
YLR161W	""	""
YLR162W	""	""
YLR162W-A	RRT15	Regulator of rDNA Transcription
YLR163C	MAS1	Mitochondrial ASsembly
YLR163W-A	""	""
YLR164W	SHH4	SDH4 Homolog
YLR165C	PUS5	PseudoUridine Synthase
YLR166C	SEC10	SECretory
YLR167W	RPS31	Ribosomal Protein of the Small subunit
YLR168C	UPS2	UnProceSsed
YLR169W	""	""
YLR170C	APS1	clathrin Associated Protein complex Small subunit
YLR171W	""	""
YLR172C	DPH5	DiPHthamide
YLR173W	""	""
YLR174W	IDP2	Isocitrate Dehydrogenase, NADP-specific
YLR175W	CBF5	Centromere Binding Factor
YLR176C	RFX1	Regulatory Factor X
YLR177W	""	""
YLR178C	TFS1	cdc Twenty-Five Suppressor
YLR179C	""	""
YLR180W	SAM1	S-AdenosylMethionine requiring
YLR181C	VTA1	VpsTwenty Associated
YLR182W	SWI6	SWItching deficient
YLR183C	TOS4	Target Of Sbf
YLR184W	""	""
YLR185W	RPL37A	Ribosomal Protein of the Large subunit
YLR186W	EMG1	Essential for Mitotic Growth
YLR187W	SKG3	Suppressor of lethality of Kex2 Gas1 double null mutant
YLR188W	MDL1	MultiDrug resistance-Like
YLR189C	ATG26	AuTophaGy related
YLR190W	MMR1	Mitochondrial Myo2p Receptor-related
YLR191W	PEX13	PEroXin
YLR192C	HCR1	High-Copy suppressor of Rpg1
YLR193C	UPS1	UnProceSsed
YLR194C	NCW2	Novel Cell Wall protein
YLR195C	NMT1	N-Myristoyl Transferase
YLR196W	PWP1	Periodic tryptophan (W) Protein
YLR197W	NOP56	NucleOlar Protein of 56.8 kDa
YLR198C	""	""
YLR199C	PBA1	Proteasome Biogenesis-Associated
YLR200W	YKE2	Yeast ortholog of mouse KE2
YLR201C	COQ9	COenzyme Q
YLR202C	""	""
YLR203C	MSS51	Mitochondrial Splicing Suppressor
YLR204W	QRI5	Quasi-Renownless Information
YLR205C	HMX1	HeMe oXygenase
YLR206W	ENT2	Epsin N-Terminal homology
YLR207W	HRD3	HMG-coA Reductase Degradation
YLR208W	SEC13	SECretory
YLR209C	PNP1	purine nucleoside phosphorylase
YLR210W	CLB4	CycLin B
YLR211C	ATG38	AuTophaGy related
YLR212C	TUB4	TUBulin
YLR213C	CRR1	CRH-Related
YLR214W	FRE1	Ferric REductase
YLR215C	CDC123	Cell Division Cycle
YLR216C	CPR6	Cyclosporin-sensitive Proline Rotamase
YLR217W	""	""
YLR218C	COA4	Cytochrome Oxidase Assembly factor
YLR219W	MSC3	Meiotic Sister-Chromatid recombination
YLR220W	CCC1	Cross-Complements Ca(2+) phenotype of csg1
YLR221C	RSA3	RiboSome Assembly
YLR222C	UTP13	U Three Protein
YLR222C-A	""	""
YLR223C	IFH1	Interacts with Fork Head
YLR224W	UCC1	Ubiquitination of Citrate synthase in the glyoxylate Cycle
YLR225C	""	""
YLR226W	BUR2	Bypass UAS Requirement
YLR227C	ADY4	Accumulation of DYads
YLR228C	ECM22	ExtraCellular Mutant
YLR229C	CDC42	Cell Division Cycle
YLR230W	""	""
YLR231C	BNA5	Biosynthesis of Nicotinic Acid
YLR232W	""	""
YLR233C	EST1	Ever Shorter Telomeres
YLR234W	TOP3	TOPoisomerase
YLR235C	""	""
YLR236C	""	""
YLR237W	THI7	THIamine metabolism
YLR238W	FAR10	Factor ARrest
YLR239C	LIP2	LIPoyl ligase
YLR240W	VPS34	Vacuolar Protein Sorting
YLR241W	CSC1	Calcium permeable Stress-gated cation Channel
YLR242C	ARV1	ARE2 Required for Viability
YLR243W	GPN3	Gly-Pro-Asn (N) motif
YLR244C	MAP1	Methionine AminoPeptidase
YLR245C	CDD1	CytiDine Deaminase
YLR246W	ERF2	Effect on Ras Function
YLR247C	IRC20	Increased Recombination Centers
YLR248W	RCK2	Radiation sensitivity Complementing Kinase
YLR249W	YEF3	Yeast Elongation Factor
YLR250W	SSP120	Saccharomyces Secretory Protein
YLR251W	SYM1	Stress-inducible Yeast Mpv17
YLR252W	""	""
YLR253W	MCP2	Mdm10 Complementing Protein
YLR254C	NDL1	NuDeL homolog
YLR255C	""	""
YLR256W	HAP1	Heme Activator Protein
YLR257W	""	""
YLR258W	GSY2	Glycogen SYnthase
YLR259C	HSP60	Heat Shock Protein
YLR260W	LCB5	Long-Chain Base
YLR261C	VPS63	Vacuolar Protein Sorting
YLR262C	YPT6	Yeast Protein Two
YLR262C-A	TMA7	Translation Machinery Associated
YLR263W	RED1	REDuctional division
YLR264C-A	""	""
YLR264W	RPS28B	Ribosomal Protein of the Small subunit
YLR265C	NEJ1	Nonhomologous End-Joining defective
YLR266C	PDR8	Pleiotropic Drug Resistance
YLR267W	BOP2	Bypass Of Pam1
YLR268W	SEC22	SECretory
YLR269C	""	""
YLR270W	DCS1	DeCapping Scavenger
YLR271W	CMG1	Cytoplasmic and Mitochondrial G-patch protein 1
YLR272C	YCS4	Yeast Condensin Subunit
YLR273C	PIG1	Protein Interacting with Gsy2p
YLR274W	MCM5	MiniChromosome Maintenance
YLR275W	SMD2	""
YLR276C	DBP9	Dead Box Protein
YLR277C	YSH1	Yeast Seventy-three Homolog
YLR278C	""	""
YLR279W	""	""
YLR280C	""	""
YLR281C	RSO55	mitochondrial protein Related to Spastic paraplegia with Optic atrophy and neuropathy SPG55
YLR282C	""	""
YLR283W	""	""
YLR284C	ECI1	Enoyl-CoA Isomerase
YLR285C-A	""	""
YLR285W	NNT1	Nicotinamide N-methylTransferase
YLR286C	CTS1	ChiTinaSe
YLR286W-A	""	""
YLR287C	""	""
YLR287C-A	RPS30A	Ribosomal Protein of the Small subunit
YLR288C	MEC3	Mitosis Entry Checkpoint
YLR289W	GUF1	Gtpase of Unknown Function
YLR290C	COQ11	COenzyme Q
YLR291C	GCD7	General Control Derepressed
YLR292C	SEC72	SECretory
YLR293C	GSP1	Genetic Suppressor of Prp20-1
YLR294C	""	""
YLR295C	ATP14	ATP synthase
YLR296W	""	""
YLR297W	""	""
YLR298C	YHC1	Yeast Homolog of human U1C
YLR299C-A	""	""
YLR299W	ECM38	ExtraCellular Mutant
YLR300W	EXG1	EXo-1,3-beta-Glucanase
YLR301W	HRI1	HRr25 Interacting
YLR302C	""	""
YLR303W	MET17	METhionine requiring
YLR304C	ACO1	ACOnitase
YLR305C	STT4	STaurosporine and Temperature sensitive
YLR306W	UBC12	UBiquitin-Conjugating
YLR307C-A	DPA10	Delta-Psi dependent mitochondrial Assembly protein of 10 kDa
YLR307W	CDA1	Chitin DeAcetylase
YLR308W	CDA2	Chitin DeAcetylase
YLR309C	IMH1	shares with Integrins and Myosins significant Homology
YLR310C	CDC25	Cell Division Cycle
YLR311C	""	""
YLR312C	ATG39	AuTophaGy related
YLR312W-A	MRPL15	Mitochondrial Ribosomal Protein, Large subunit
YLR313C	SPH1	SPa2 Homolog
YLR314C	CDC3	Cell Division Cycle
YLR315W	NKP2	Non-essential Kinetochore Protein
YLR316C	TAD3	tRNA-specific Adenosine Deaminase
YLR317W	""	""
YLR318W	EST2	Ever Shorter Telomeres
YLR319C	BUD6	BUD site selection
YLR320W	MMS22	Methyl MethaneSulfonate sensitivity
YLR321C	SFH1	Snf Five Homolog
YLR322W	VPS65	Vacuolar Protein Sorting
YLR323C	CWC24	Complexed With Cef1p
YLR324W	PEX30	PEroXisome related
YLR325C	RPL38	Ribosomal Protein of the Large subunit
YLR326W	""	""
YLR327C	TMA10	Translation Machinery Associated
YLR328W	NMA1	Nicotinamide Mononucleotide Adenylyltransferase
YLR329W	REC102	RECombination
YLR330W	CHS5	CHitin Synthase-related
YLR331C	JIP3	Jumonji domain Interacting Protein
YLR332W	MID2	Mating pheromone-Induced Death
YLR333C	RPS25B	Ribosomal Protein of the Small subunit
YLR334C	""	""
YLR335W	NUP2	NUclear Pore
YLR336C	SGD1	Suppressor of Glycerol Defect
YLR337C	VRP1	VeRProlin
YLR338W	OPI9	OverProducer of Inositol
YLR339C	""	""
YLR340W	RPP0	Ribosomal Protein P0
YLR341W	SPO77	SPOrulation
YLR342W	FKS1	FK506 Sensitivity
YLR342W-A	""	""
YLR343W	GAS2	Glycophospholipid-Anchored Surface protein
YLR344W	RPL26A	Ribosomal Protein of the Large subunit
YLR345W	""	""
YLR346C	CIS1	CItrinin Sensitive knockout
YLR347C	KAP95	KAryoPherin
YLR347W-A	""	""
YLR348C	DIC1	DIcarboxylate Carrier
YLR349W	""	""
YLR350W	ORM2	""
YLR351C	NIT3	NITrilase superfamily
YLR352W	LUG1	Lets [URE3]/ure2 Grow
YLR353W	BUD8	BUD site selection
YLR354C	TAL1	TransALdolase
YLR355C	ILV5	IsoLeucine-plus-Valine requiring
YLR356W	ATG33	AuTophaGy related
YLR357W	RSC2	Remodel the Structure of Chromatin
YLR358C	""	""
YLR359W	ADE13	ADEnine requiring
YLR360W	VPS38	Vacuolar Protein Sorting
YLR361C	DCR2	Dose-dependent Cell cycle Regulator
YLR361C-A	""	""
YLR362W	STE11	STErile
YLR363C	NMD4	Nonsense-Mediated mRNA Decay
YLR363W-A	""	""
YLR364C-A	""	""
YLR364W	GRX8	GlutaRedoXin
YLR365W	""	""
YLR366W	""	""
YLR367W	RPS22B	Ribosomal Protein of the Small subunit
